Supplier,OnTimeDelivery,DefectRate,CostVariance,ComplianceScore
Supplier_4383,78,6,8,100
Supplier_43830,80,1,21,75
Supplier_43831,78,15,21,74
Supplier_43832,65,10,15,33
Supplier_43833,96,15,3,89
Supplier_43834,73,14,11,87
Supplier_43835,84,4,12,60
Supplier_43836,89,9,18,97
Supplier_43837,82,2,6,62
Supplier_43838,83,9,9,69
Supplier_43839,85,18,25,55
Supplier_4384,75,3,7,88
Supplier_43840,100,8,13,100
Supplier_43841,66,6,11,86
Supplier_43842,94,15,3,89
Supplier_43843,86,13,18,100
Supplier_43844,58,2,23,62
Supplier_43845,77,14,5,77
Supplier_43846,79,6,0,95
Supplier_43847,64,8,6,60
Supplier_43848,85,3,8,65
Supplier_43849,91,2,-1,47
Supplier_4385,77,2,21,43
Supplier_43850,79,5,9,88
Supplier_43851,70,11,9,86
Supplier_43852,59,17,11,55
Supplier_43853,64,7,5,34
Supplier_43854,63,13,29,54
Supplier_43855,64,13,8,73
Supplier_43856,81,2,6,85
Supplier_43857,65,9,8,75
Supplier_43858,88,10,1,61
Supplier_43859,83,7,13,70
Supplier_4386,94,9,20,44
Supplier_43860,93,0,14,71
Supplier_43861,80,12,0,42
Supplier_43862,79,6,7,75
Supplier_43863,71,9,14,90
Supplier_43864,71,1,-2,86
Supplier_43865,83,4,15,42
Supplier_43866,97,12,25,52
Supplier_43867,100,14,18,88
Supplier_43868,72,15,11,88
Supplier_43869,62,12,27,63
Supplier_4387,95,12,22,92
Supplier_43870,77,0,20,92
Supplier_43871,86,13,29,54
Supplier_43872,69,12,6,60
Supplier_43873,100,16,2,70
Supplier_43874,71,12,10,85
Supplier_43875,88,3,15,76
Supplier_43876,100,0,26,94
Supplier_43877,83,0,17,60
Supplier_43878,80,8,9,75
Supplier_43879,86,13,16,54
Supplier_4388,73,22,8,87
Supplier_43880,100,5,13,76
Supplier_43881,60,5,15,88
Supplier_43882,90,19,2,84
Supplier_43883,85,17,17,77
Supplier_43884,68,6,18,92
Supplier_43885,78,12,12,83
Supplier_43886,76,4,5,95
Supplier_43887,69,15,2,84
Supplier_43888,75,10,5,54
Supplier_43889,83,6,1,45
Supplier_4389,65,7,20,67
Supplier_43890,75,1,13,88
Supplier_43891,69,6,15,98
Supplier_43892,65,11,1,72
Supplier_43893,63,6,9,42
Supplier_43894,61,9,13,71
Supplier_43895,67,5,13,60
Supplier_43896,89,3,17,91
Supplier_43897,68,13,-3,79
Supplier_43898,77,11,-1,39
Supplier_43899,91,8,6,59
Supplier_439,80,13,20,73
Supplier_4390,79,1,27,76
Supplier_43900,98,4,13,62
Supplier_43901,82,9,7,62
Supplier_43902,77,9,6,81
Supplier_43903,78,6,10,77
Supplier_43904,70,4,7,76
Supplier_43905,71,0,6,43
Supplier_43906,93,9,19,37
Supplier_43907,92,17,16,85
Supplier_43908,79,16,19,60
Supplier_43909,59,11,23,71
Supplier_4391,86,11,24,61
Supplier_43910,80,0,18,85
Supplier_43911,77,13,17,45
Supplier_43912,70,16,5,48
Supplier_43913,100,17,7,93
Supplier_43914,69,11,11,88
Supplier_43915,90,4,13,64
Supplier_43916,92,0,24,77
Supplier_43917,86,0,14,64
Supplier_43918,91,5,11,88
Supplier_43919,92,9,20,40
Supplier_4392,68,14,21,33
Supplier_43920,93,3,7,71
Supplier_43921,64,0,16,92
Supplier_43922,98,18,-2,89
Supplier_43923,90,18,23,100
Supplier_43924,68,8,21,69
Supplier_43925,80,13,4,84
Supplier_43926,72,7,10,95
Supplier_43927,63,12,10,71
Supplier_43928,76,4,4,73
Supplier_43929,83,2,5,30
Supplier_4393,99,13,13,100
Supplier_43930,73,3,7,69
Supplier_43931,68,7,6,73
Supplier_43932,63,10,1,61
Supplier_43933,65,4,13,30
Supplier_43934,65,17,18,58
Supplier_43935,66,17,2,77
Supplier_43936,85,10,10,83
Supplier_43937,70,17,10,82
Supplier_43938,91,9,3,47
Supplier_43939,88,8,10,76
Supplier_4394,71,10,16,100
Supplier_43940,95,0,13,77
Supplier_43941,87,12,-2,76
Supplier_43942,82,11,12,81
Supplier_43943,83,6,14,89
Supplier_43944,80,0,8,94
Supplier_43945,82,1,18,58
Supplier_43946,100,3,15,67
Supplier_43947,97,14,20,74
Supplier_43948,77,17,11,90
Supplier_43949,69,16,18,57
Supplier_4395,93,5,13,44
Supplier_43950,73,4,21,90
Supplier_43951,92,17,22,48
Supplier_43952,70,12,15,62
Supplier_43953,98,9,6,91
Supplier_43954,78,16,8,100
Supplier_43955,93,1,18,70
Supplier_43956,90,6,23,100
Supplier_43957,81,0,16,41
Supplier_43958,85,9,14,60
Supplier_43959,88,11,9,58
Supplier_4396,90,1,19,62
Supplier_43960,100,8,8,100
Supplier_43961,65,4,18,79
Supplier_43962,87,16,4,71
Supplier_43963,86,11,16,87
Supplier_43964,67,4,16,62
Supplier_43965,70,7,13,83
Supplier_43966,66,10,8,92
Supplier_43967,62,7,4,80
Supplier_43968,85,6,5,39
Supplier_43969,85,3,-1,49
Supplier_4397,80,0,17,55
Supplier_43970,79,0,11,68
Supplier_43971,69,4,15,100
Supplier_43972,62,12,9,55
Supplier_43973,62,6,12,39
Supplier_43974,67,10,25,88
Supplier_43975,58,15,6,77
Supplier_43976,86,5,11,81
Supplier_43977,72,11,8,60
Supplier_43978,83,9,2,50
Supplier_43979,80,3,4,64
Supplier_4398,80,11,6,75
Supplier_43980,89,0,25,78
Supplier_43981,86,15,7,74
Supplier_43982,83,7,12,69
Supplier_43983,80,10,7,100
Supplier_43984,69,0,5,92
Supplier_43985,78,4,1,68
Supplier_43986,100,7,24,60
Supplier_43987,93,17,15,63
Supplier_43988,83,14,13,90
Supplier_43989,57,11,26,80
Supplier_4399,91,11,17,60
Supplier_43990,72,2,18,77
Supplier_43991,84,9,18,68
Supplier_43992,69,9,7,58
Supplier_43993,100,17,3,94
Supplier_43994,77,9,6,100
Supplier_43995,96,6,13,57
Supplier_43996,96,0,19,75
Supplier_43997,82,2,7,54
Supplier_43998,89,9,12,63
Supplier_43999,92,16,14,67
Supplier_44,63,8,16,71
Supplier_440,96,11,6,84
Supplier_4400,100,5,8,88
Supplier_44000,100,6,4,72
Supplier_44001,66,5,15,74
Supplier_44002,98,16,2,72
Supplier_44003,89,6,16,87
Supplier_44004,64,6,19,60
Supplier_44005,80,11,3,97
Supplier_44006,74,8,7,93
Supplier_44007,67,10,2,75
Supplier_44008,80,4,5,63
Supplier_44009,90,3,4,51
Supplier_4401,66,6,23,72
Supplier_44010,80,0,3,83
Supplier_44011,70,7,8,100
Supplier_44012,60,12,6,77
Supplier_44013,70,5,4,46
Supplier_44014,59,10,17,73
Supplier_44015,59,12,7,85
Supplier_44016,88,6,11,100
Supplier_44017,57,14,0,75
Supplier_44018,92,10,8,50
Supplier_44019,86,1,14,71
Supplier_4402,96,17,0,95
Supplier_44020,100,1,8,98
Supplier_44021,90,16,-2,72
Supplier_44022,79,10,12,72
Supplier_44023,86,7,13,100
Supplier_44024,70,0,8,77
Supplier_44025,81,3,11,44
Supplier_44026,94,8,16,30
Supplier_44027,100,15,17,61
Supplier_44028,83,15,8,85
Supplier_44029,63,13,18,62
Supplier_4403,84,13,19,67
Supplier_44030,79,0,13,82
Supplier_44031,88,9,21,46
Supplier_44032,66,9,14,69
Supplier_44033,100,9,0,100
Supplier_44034,72,10,3,100
Supplier_44035,97,2,11,65
Supplier_44036,100,6,21,80
Supplier_44037,77,5,18,63
Supplier_44038,90,2,7,81
Supplier_44039,91,19,9,57
Supplier_4404,65,8,27,72
Supplier_44040,96,11,12,93
Supplier_44041,65,7,20,68
Supplier_44042,94,21,11,71
Supplier_44043,94,20,12,94
Supplier_44044,62,11,25,64
Supplier_44045,83,12,10,87
Supplier_44046,68,6,10,100
Supplier_44047,56,14,12,68
Supplier_44048,83,3,2,65
Supplier_44049,91,3,-2,68
Supplier_4405,76,13,10,85
Supplier_44050,76,0,12,85
Supplier_44051,60,7,9,99
Supplier_44052,57,14,4,62
Supplier_44053,67,6,10,30
Supplier_44054,64,12,20,72
Supplier_44055,68,19,10,98
Supplier_44056,87,6,3,74
Supplier_44057,64,8,10,53
Supplier_44058,87,7,1,50
Supplier_44059,90,8,-2,57
Supplier_4406,75,5,1,100
Supplier_44060,100,0,11,70
Supplier_44061,83,16,-1,69
Supplier_44062,80,9,6,77
Supplier_44063,84,8,7,100
Supplier_44064,71,0,9,71
Supplier_44065,82,3,17,57
Supplier_44066,95,9,11,55
Supplier_44067,98,11,12,77
Supplier_44068,79,12,9,70
Supplier_44069,65,14,7,65
Supplier_4407,63,8,1,69
Supplier_44070,85,7,21,75
Supplier_44071,82,12,25,55
Supplier_44072,63,11,13,58
Supplier_44073,100,8,8,90
Supplier_44074,75,14,10,100
Supplier_44075,93,6,10,58
Supplier_44076,91,4,17,97
Supplier_44077,85,2,11,51
Supplier_44078,87,10,4,68
Supplier_44079,84,12,10,54
Supplier_4408,79,8,6,73
Supplier_44080,99,13,9,85
Supplier_44081,63,7,13,72
Supplier_44082,89,21,5,100
Supplier_44083,92,14,12,89
Supplier_44084,69,3,10,84
Supplier_44085,78,11,6,79
Supplier_44086,74,7,6,97
Supplier_44087,68,14,-4,99
Supplier_44088,79,6,1,69
Supplier_44089,87,1,-4,55
Supplier_4409,88,1,2,40
Supplier_44090,75,0,9,100
Supplier_44091,65,5,12,91
Supplier_44092,61,16,8,66
Supplier_44093,61,5,7,61
Supplier_44094,66,10,14,77
Supplier_44095,60,8,3,94
Supplier_44096,81,7,10,76
Supplier_44097,70,13,13,51
Supplier_44098,89,10,11,55
Supplier_44099,85,8,15,65
Supplier_441,66,8,27,57
Supplier_4410,81,9,7,77
Supplier_44100,100,3,15,85
Supplier_44101,80,15,6,69
Supplier_44102,79,9,22,71
Supplier_44103,83,3,11,100
Supplier_44104,78,3,9,89
Supplier_44105,77,6,11,53
Supplier_44106,94,9,19,58
Supplier_44107,100,12,21,64
Supplier_44108,81,14,9,73
Supplier_44109,65,15,18,69
Supplier_4411,66,7,15,94
Supplier_44110,82,1,17,72
Supplier_44111,92,10,18,72
Supplier_44112,66,13,10,52
Supplier_44113,96,14,5,99
Supplier_44114,75,11,9,97
Supplier_44115,87,6,7,76
Supplier_44116,100,0,14,100
Supplier_44117,81,6,17,48
Supplier_44118,83,7,13,68
Supplier_44119,84,12,17,56
Supplier_4412,63,17,3,41
Supplier_44120,97,10,10,81
Supplier_44121,65,6,16,59
Supplier_44122,95,17,17,80
Supplier_44123,88,16,13,85
Supplier_44124,64,1,13,39
Supplier_44125,75,9,9,91
Supplier_44126,71,6,7,100
Supplier_44127,57,8,1,88
Supplier_44128,87,5,6,55
Supplier_44129,86,5,-4,57
Supplier_4413,61,9,13,54
Supplier_44130,84,1,7,77
Supplier_44131,69,6,13,90
Supplier_44133,63,7,11,77
Supplier_44134,64,7,25,66
Supplier_44135,63,13,9,78
Supplier_44136,90,6,15,80
Supplier_44137,68,9,0,49
Supplier_44138,85,11,3,42
Supplier_44139,82,3,9,85
Supplier_4414,54,10,22,61
Supplier_44140,95,2,7,67
Supplier_44141,85,12,-9,84
Supplier_44142,83,6,9,77
Supplier_44143,78,7,6,96
Supplier_44144,78,1,0,84
Supplier_44145,81,2,21,53
Supplier_44146,92,13,14,50
Supplier_44147,99,11,15,100
Supplier_44148,80,12,17,82
Supplier_44149,60,13,16,60
Supplier_4415,64,15,15,70
Supplier_44150,72,0,18,79
Supplier_44151,86,11,17,47
Supplier_44152,63,12,7,70
Supplier_44153,100,15,11,78
Supplier_44154,80,9,12,81
Supplier_44155,92,3,8,57
Supplier_44156,99,3,15,100
Supplier_44157,80,1,3,57
Supplier_44158,79,8,6,77
Supplier_44159,86,16,10,57
Supplier_4416,89,8,12,84
Supplier_44160,91,9,6,94
Supplier_44161,65,4,25,88
Supplier_44162,89,15,-1,80
Supplier_44163,89,9,12,92
Supplier_44164,63,9,19,83
Supplier_44165,80,12,16,100
Supplier_44166,73,12,14,82
Supplier_44167,61,9,2,61
Supplier_44168,76,0,3,42
Supplier_44169,87,0,6,63
Supplier_4417,68,9,-3,55
Supplier_44170,70,1,15,95
Supplier_44171,74,10,9,82
Supplier_44172,65,13,-3,71
Supplier_44173,68,8,14,84
Supplier_44174,60,13,20,71
Supplier_44175,64,12,6,72
Supplier_44176,84,4,14,97
Supplier_44177,68,13,-5,56
Supplier_44178,82,7,7,54
Supplier_44179,86,8,17,61
Supplier_4418,78,5,-3,67
Supplier_44180,91,2,9,60
Supplier_44181,82,11,1,87
Supplier_44182,73,7,7,74
Supplier_44183,88,9,10,100
Supplier_44184,75,2,8,85
Supplier_44185,79,2,15,36
Supplier_44186,99,12,15,57
Supplier_44187,93,16,16,60
Supplier_44188,76,17,11,69
Supplier_44189,66,11,22,69
Supplier_4419,85,0,13,64
Supplier_44190,78,0,20,68
Supplier_44191,81,11,19,49
Supplier_44192,68,12,7,54
Supplier_44193,99,20,16,88
Supplier_44194,75,7,9,100
Supplier_44195,92,4,9,72
Supplier_44196,92,0,23,79
Supplier_44197,84,3,11,55
Supplier_44198,77,9,10,70
Supplier_44199,85,15,15,72
Supplier_442,92,16,2,69
Supplier_4420,88,3,4,59
Supplier_44200,95,1,14,96
Supplier_44201,67,6,25,91
Supplier_44202,94,12,10,100
Supplier_44203,85,9,15,100
Supplier_44204,61,10,23,71
Supplier_44205,82,17,1,93
Supplier_44206,71,7,0,88
Supplier_44207,63,12,3,60
Supplier_44208,84,2,4,63
Supplier_44209,86,2,-1,65
Supplier_4421,88,14,4,64
Supplier_44210,76,0,1,76
Supplier_44211,68,8,18,76
Supplier_44212,61,9,9,62
Supplier_44213,66,8,13,61
Supplier_44214,57,13,16,58
Supplier_44215,62,12,9,59
Supplier_44216,89,5,5,74
Supplier_44217,69,14,5,76
Supplier_44218,92,12,7,61
Supplier_44219,89,7,17,72
Supplier_4422,76,8,11,61
Supplier_44220,99,4,10,74
Supplier_44221,83,14,2,79
Supplier_44222,78,9,18,51
Supplier_44223,83,9,15,89
Supplier_44224,75,2,2,100
Supplier_44225,78,0,13,51
Supplier_44226,93,5,18,30
Supplier_44227,98,17,16,90
Supplier_44228,84,9,15,61
Supplier_44229,64,9,25,51
Supplier_4423,86,9,3,89
Supplier_44230,77,0,15,83
Supplier_44231,86,5,19,69
Supplier_44232,67,13,9,71
Supplier_44233,99,15,11,74
Supplier_44234,73,9,14,78
Supplier_44235,88,8,13,58
Supplier_44236,99,0,15,91
Supplier_44237,82,0,21,68
Supplier_44238,90,6,13,97
Supplier_44239,88,19,12,72
Supplier_4424,78,0,6,93
Supplier_44240,96,7,7,91
Supplier_44241,67,6,15,100
Supplier_44242,89,15,7,85
Supplier_44243,90,12,17,81
Supplier_44244,64,9,20,47
Supplier_44245,79,14,3,100
Supplier_44246,69,11,4,100
Supplier_44247,60,7,6,78
Supplier_44248,74,2,10,52
Supplier_44249,84,2,4,51
Supplier_4425,75,4,16,80
Supplier_44250,75,5,17,70
Supplier_44251,66,6,6,84
Supplier_44252,63,17,0,68
Supplier_44253,65,2,4,54
Supplier_44254,66,12,21,65
Supplier_44255,65,12,8,69
Supplier_44256,90,2,8,71
Supplier_44257,70,11,-1,75
Supplier_44258,87,9,7,56
Supplier_44259,86,6,11,38
Supplier_4426,91,7,19,56
Supplier_44260,100,3,9,60
Supplier_44261,86,13,4,84
Supplier_44262,74,7,12,82
Supplier_44263,80,10,7,100
Supplier_44264,67,0,6,63
Supplier_44265,72,1,15,58
Supplier_44266,94,10,16,52
Supplier_44267,97,15,18,55
Supplier_44268,77,10,12,77
Supplier_44269,57,10,16,55
Supplier_4427,99,14,27,64
Supplier_44270,80,0,19,85
Supplier_44271,81,15,19,41
Supplier_44272,67,12,12,58
Supplier_44273,95,9,1,73
Supplier_44274,71,14,13,96
Supplier_44275,92,6,9,45
Supplier_44276,94,0,23,70
Supplier_44277,85,3,16,52
Supplier_44278,85,7,9,78
Supplier_44279,81,16,9,68
Supplier_4428,76,16,10,76
Supplier_44280,98,12,11,96
Supplier_44281,60,5,13,69
Supplier_44282,88,10,-10,100
Supplier_44283,85,11,20,89
Supplier_44284,67,6,22,69
Supplier_44285,71,12,8,82
Supplier_44286,75,4,9,100
Supplier_44287,64,11,3,66
Supplier_44288,81,1,9,67
Supplier_44289,87,2,6,60
Supplier_4429,64,9,14,52
Supplier_44290,76,0,13,68
Supplier_44291,72,10,11,100
Supplier_44292,61,8,5,59
Supplier_44293,59,3,15,32
Supplier_44294,64,10,16,63
Supplier_44295,66,10,8,78
Supplier_44296,89,5,8,97
Supplier_44297,74,14,10,79
Supplier_44298,85,6,2,45
Supplier_44299,85,0,11,80
Supplier_443,80,16,12,77
Supplier_4430,75,1,15,84
Supplier_44300,96,1,11,61
Supplier_44301,80,12,3,76
Supplier_44302,78,7,19,72
Supplier_44303,77,9,6,100
Supplier_44304,65,3,5,78
Supplier_44305,77,0,28,54
Supplier_44306,96,8,12,62
Supplier_44307,100,10,14,52
Supplier_44308,77,10,11,60
Supplier_44309,62,7,15,73
Supplier_4431,77,13,14,55
Supplier_44310,81,0,14,76
Supplier_44311,79,9,20,35
Supplier_44312,64,12,17,46
Supplier_44313,100,15,-4,81
Supplier_44314,70,11,15,100
Supplier_44315,84,5,15,69
Supplier_44316,100,0,22,86
Supplier_44317,87,2,10,65
Supplier_44318,87,9,8,75
Supplier_44319,87,17,19,59
Supplier_4432,56,13,7,66
Supplier_44320,99,7,6,84
Supplier_44321,54,5,14,77
Supplier_44322,90,17,-1,77
Supplier_44323,92,8,17,88
Supplier_44324,58,8,9,70
Supplier_44325,76,10,6,100
Supplier_44326,73,5,5,100
Supplier_44327,60,10,3,80
Supplier_44328,81,5,4,62
Supplier_44329,88,7,-1,49
Supplier_4433,99,18,7,63
Supplier_44330,78,3,14,90
Supplier_44331,67,11,4,97
Supplier_44332,60,12,5,67
Supplier_44333,67,12,5,60
Supplier_44334,65,15,16,73
Supplier_44335,64,12,11,62
Supplier_44336,87,4,14,74
Supplier_44337,68,9,5,75
Supplier_44338,90,5,2,74
Supplier_44339,87,3,13,69
Supplier_4434,71,10,17,98
Supplier_44340,97,0,19,53
Supplier_44341,81,16,4,90
Supplier_44342,86,2,4,94
Supplier_44343,77,9,17,94
Supplier_44344,73,6,8,91
Supplier_44345,77,3,12,85
Supplier_44346,89,7,8,71
Supplier_44347,99,18,20,57
Supplier_44348,78,15,12,56
Supplier_44349,64,8,26,62
Supplier_4435,88,8,10,52
Supplier_44350,76,1,18,58
Supplier_44351,87,9,21,66
Supplier_44352,69,15,12,79
Supplier_44353,94,13,1,83
Supplier_44354,80,9,4,94
Supplier_44355,89,1,10,83
Supplier_44356,97,0,16,70
Supplier_44357,85,0,9,32
Supplier_44358,84,10,8,82
Supplier_44359,89,10,22,53
Supplier_4436,98,3,26,100
Supplier_44360,100,1,9,89
Supplier_44361,67,7,23,91
Supplier_44362,91,13,0,83
Supplier_44363,88,18,10,97
Supplier_44364,62,5,20,46
Supplier_44365,80,12,7,92
Supplier_44366,74,4,11,83
Supplier_44367,62,10,5,100
Supplier_44368,86,1,-2,60
Supplier_44369,90,8,-1,63
Supplier_4437,89,0,11,76
Supplier_44370,84,1,5,79
Supplier_44371,66,9,13,96
Supplier_44372,63,17,8,52
Supplier_44373,64,9,8,59
Supplier_44374,74,11,18,73
Supplier_44375,63,9,8,92
Supplier_44376,92,0,12,77
Supplier_44377,71,13,-4,67
Supplier_44378,86,12,9,49
Supplier_44379,86,3,17,66
Supplier_4438,83,8,14,74
Supplier_44380,99,6,14,67
Supplier_44381,88,9,1,66
Supplier_44382,79,8,14,61
Supplier_44383,79,3,14,86
Supplier_44384,78,2,9,95
Supplier_44385,74,3,11,61
Supplier_44386,97,11,19,54
Supplier_44387,100,9,21,71
Supplier_44388,81,17,10,80
Supplier_44389,62,11,21,87
Supplier_4439,86,12,17,60
Supplier_44390,73,0,25,67
Supplier_44391,89,14,24,57
Supplier_44392,64,16,14,50
Supplier_44393,94,14,9,75
Supplier_44394,78,9,10,90
Supplier_44395,93,1,16,58
Supplier_44396,91,0,25,87
Supplier_44397,94,1,12,48
Supplier_44398,82,6,15,66
Supplier_44399,90,17,22,43
Supplier_444,64,5,17,79
Supplier_4440,98,8,4,100
Supplier_44400,100,8,11,94
Supplier_44401,68,6,29,91
Supplier_44402,93,15,2,96
Supplier_44403,82,13,21,84
Supplier_44404,72,5,17,56
Supplier_44405,80,9,13,89
Supplier_44406,66,2,3,91
Supplier_44407,69,10,5,63
Supplier_44408,81,4,5,78
Supplier_44409,85,4,1,50
Supplier_4441,59,0,14,80
Supplier_44410,75,0,9,66
Supplier_44411,70,8,4,100
Supplier_44412,66,12,4,61
Supplier_44413,63,4,7,58
Supplier_44414,65,16,17,85
Supplier_44415,77,14,8,64
Supplier_44416,89,3,11,78
Supplier_44417,71,8,7,59
Supplier_44418,82,8,-4,65
Supplier_44419,81,6,13,73
Supplier_4442,93,18,12,74
Supplier_44420,100,3,11,57
Supplier_44421,88,12,-3,68
Supplier_44422,87,6,15,61
Supplier_44423,81,0,8,100
Supplier_44424,79,4,10,86
Supplier_44425,69,1,9,49
Supplier_44426,98,11,19,45
Supplier_44427,100,10,16,49
Supplier_44428,76,16,16,67
Supplier_44429,68,16,15,53
Supplier_4443,90,12,17,79
Supplier_44430,76,1,16,100
Supplier_44431,84,13,13,59
Supplier_44432,64,18,9,56
Supplier_44433,100,13,9,63
Supplier_44434,71,12,8,98
Supplier_44435,88,0,8,68
Supplier_44436,92,4,29,93
Supplier_44437,83,5,14,43
Supplier_44438,85,10,-1,65
Supplier_44439,90,13,11,37
Supplier_4444,67,7,19,56
Supplier_44440,93,10,5,97
Supplier_44441,65,9,21,86
Supplier_44442,94,17,4,74
Supplier_44443,84,12,10,59
Supplier_44444,64,6,18,85
Supplier_44445,77,13,7,59
Supplier_44446,72,11,12,96
Supplier_44447,61,11,9,84
Supplier_44448,80,5,9,51
Supplier_44449,86,1,6,72
Supplier_4445,69,15,6,100
Supplier_44450,84,0,8,59
Supplier_44451,69,6,12,71
Supplier_44452,68,15,6,65
Supplier_44453,71,6,10,50
Supplier_44454,59,12,21,80
Supplier_44455,62,12,9,84
Supplier_44456,93,4,10,81
Supplier_44457,68,0,-3,71
Supplier_44458,86,12,1,67
Supplier_44459,89,4,16,77
Supplier_4446,69,4,8,100
Supplier_44460,100,2,16,75
Supplier_44461,83,19,-3,75
Supplier_44462,79,6,6,50
Supplier_44463,72,9,9,98
Supplier_44464,74,0,-2,73
Supplier_44465,77,7,6,70
Supplier_44466,92,9,25,45
Supplier_44467,97,16,22,84
Supplier_44468,77,16,17,71
Supplier_44469,65,12,22,64
Supplier_4447,59,13,3,64
Supplier_44470,76,3,18,87
Supplier_44471,86,9,18,61
Supplier_44472,66,11,10,52
Supplier_44473,100,18,11,82
Supplier_44474,71,8,7,100
Supplier_44475,97,3,13,39
Supplier_44476,99,2,18,72
Supplier_44477,90,0,9,48
Supplier_44478,85,13,13,100
Supplier_44479,86,12,10,60
Supplier_4448,81,8,9,63
Supplier_44480,94,4,7,95
Supplier_44481,71,3,25,68
Supplier_44482,96,14,9,75
Supplier_44483,84,17,13,61
Supplier_44484,68,6,19,72
Supplier_44485,74,13,6,100
Supplier_44486,73,8,3,96
Supplier_44487,66,12,7,91
Supplier_44488,87,4,7,66
Supplier_44489,87,8,7,39
Supplier_4449,88,4,3,45
Supplier_44490,76,0,7,84
Supplier_44491,69,9,4,79
Supplier_44492,67,13,8,55
Supplier_44493,68,3,6,58
Supplier_44494,64,9,16,75
Supplier_44495,56,14,9,75
Supplier_44496,77,12,14,63
Supplier_44497,68,11,6,70
Supplier_44498,81,11,7,42
Supplier_44499,84,1,13,67
Supplier_445,72,8,18,97
Supplier_4450,83,2,11,73
Supplier_44500,96,8,14,80
Supplier_44501,91,12,-4,80
Supplier_44502,80,10,13,67
Supplier_44503,84,4,12,97
Supplier_44504,76,1,14,93
Supplier_44505,69,0,12,30
Supplier_44506,94,7,19,57
Supplier_44507,93,16,21,91
Supplier_44508,86,19,16,85
Supplier_44509,57,7,29,93
Supplier_4451,67,12,3,100
Supplier_44510,75,5,11,69
Supplier_44511,83,16,23,35
Supplier_44512,61,7,9,67
Supplier_44513,98,8,8,100
Supplier_44514,73,12,19,88
Supplier_44515,91,2,11,66
Supplier_44516,97,5,15,95
Supplier_44517,85,3,13,30
Supplier_44518,86,11,7,60
Supplier_44519,91,15,21,54
Supplier_4452,61,10,12,35
Supplier_44520,89,6,0,66
Supplier_44521,67,5,19,95
Supplier_44522,88,12,12,66
Supplier_44523,85,17,12,71
Supplier_44524,64,9,18,89
Supplier_44525,79,13,8,100
Supplier_44526,74,4,14,100
Supplier_44527,59,13,4,92
Supplier_44528,88,6,1,78
Supplier_44529,84,5,0,55
Supplier_4453,70,9,12,54
Supplier_44530,74,0,9,83
Supplier_44531,64,11,11,100
Supplier_44532,58,11,10,46
Supplier_44533,59,6,10,62
Supplier_44534,65,7,24,55
Supplier_44535,65,15,11,69
Supplier_44536,84,7,6,94
Supplier_44537,62,5,12,68
Supplier_44538,85,6,7,47
Supplier_44539,86,3,9,58
Supplier_4454,65,6,17,60
Supplier_44540,98,2,16,88
Supplier_44541,79,11,-2,77
Supplier_44542,79,7,5,66
Supplier_44543,87,8,14,100
Supplier_44544,69,5,9,77
Supplier_44545,79,5,14,44
Supplier_44546,98,8,18,57
Supplier_44547,94,13,12,73
Supplier_44548,81,11,20,73
Supplier_44549,59,14,16,53
Supplier_4455,68,11,23,71
Supplier_44550,80,0,25,90
Supplier_44551,84,10,28,57
Supplier_44552,59,15,12,56
Supplier_44553,100,15,7,81
Supplier_44554,69,9,12,100
Supplier_44555,89,0,14,69
Supplier_44556,98,3,18,91
Supplier_44557,80,0,13,55
Supplier_44558,82,5,9,58
Supplier_44559,92,14,19,66
Supplier_4456,88,11,6,95
Supplier_44560,88,8,3,75
Supplier_44561,70,4,21,83
Supplier_44562,86,15,4,81
Supplier_44563,85,18,18,65
Supplier_44564,65,7,16,80
Supplier_44565,79,12,11,93
Supplier_44566,73,7,5,92
Supplier_44567,63,16,3,74
Supplier_44568,79,8,-5,71
Supplier_44569,92,6,4,32
Supplier_4457,62,13,10,82
Supplier_44570,80,0,17,83
Supplier_44571,74,11,12,97
Supplier_44572,61,13,4,69
Supplier_44573,56,8,6,48
Supplier_44574,68,16,22,67
Supplier_44575,64,13,8,92
Supplier_44576,88,4,8,87
Supplier_44577,65,10,10,57
Supplier_44578,85,11,2,53
Supplier_44579,84,1,13,70
Supplier_4458,81,10,3,78
Supplier_44580,97,2,9,85
Supplier_44581,78,17,2,62
Supplier_44582,83,0,9,100
Supplier_44583,89,5,6,100
Supplier_44584,72,2,7,73
Supplier_44585,73,2,19,30
Supplier_44586,96,7,18,56
Supplier_44587,99,14,15,78
Supplier_44588,81,16,15,72
Supplier_44589,70,11,14,83
Supplier_4459,80,10,10,62
Supplier_44590,80,3,21,79
Supplier_44591,77,12,17,78
Supplier_44592,60,16,15,53
Supplier_44593,100,13,2,68
Supplier_44594,71,12,4,93
Supplier_44595,96,7,8,86
Supplier_44596,91,2,15,86
Supplier_44597,88,1,8,54
Supplier_44598,81,10,19,86
Supplier_44599,88,19,11,59
Supplier_446,75,5,8,93
Supplier_4460,100,0,12,71
Supplier_44600,93,10,8,98
Supplier_44601,66,10,17,83
Supplier_44602,96,17,5,86
Supplier_44603,89,14,15,64
Supplier_44604,72,6,12,75
Supplier_44605,74,17,13,87
Supplier_44606,72,8,9,100
Supplier_44607,66,8,8,90
Supplier_44608,77,6,8,69
Supplier_44609,86,1,5,40
Supplier_4461,88,15,-5,86
Supplier_44610,80,0,15,89
Supplier_44611,73,11,8,100
Supplier_44612,68,16,5,78
